,Sample.id,lat,lon,ai_et0,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,contrast,correlation,cv,dem,dissimilarity,eastness,entropy,evaporation,evenness,EVImax,EVImean,Gppmax,Gppmean,homogeneity,maximum,ref,ref_2,ref_3,ref_4,ref_5,ref_6,ref_7,NDVImax,NDVImean,northness,Nppmax,Nppmean,ocs,range,shannon,simpson,std,uniformity,variance,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bdod2_1,bdod2_2,cec2_1,cec2_2,cfvo2_1,cfvo2_2,clay2_1,clay2_2,nitrogen2_1,nitrogen2_2,ocd2_1,ocd2_2,phh2o2_1,phh2o2_2,sand2_1,sand2_2,silt2_1,silt2_2,soc2_1,soc2_2,shannon_species,shannon_genus,shannon_family,ece,esp,biome,X.y,JGI.id,Type,Lat,Lon,Size.bp.,Continent,Biome,Data.Contributor,Library.Instrument,Library.Strategy,Library.Source,Library.Selection,Library.Layout,Library.Construction.protocol,JGI.Library.Instrument
537,SRR3988264,42.3948,-85.3738,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,4.674487947,4.23896746,3.783229932,-0.32897377,-0.87844473,Agricultural Land,542,3300001433,Public,42.3948,-85.3738,262313816,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
538,SRR3988265,42.3948,-85.3738,0.08877367,-0.20375724,-0.01314847,-0.48502508,0.067530416,0.5782139,-0.8493973,0.19866787,-0.42946896,2.3047392,-0.1830413,0.3583798,0.31569692,2.544523,0.49311638,0.6953458,-0.31090963,0.5554854,0.9728311,0.8863042,0.20907672,0.15284227,-1.3503541,-0.6613756,-0.8939446,-0.60988337,-0.84647095,-0.8531247,-0.3370114,-0.023464855,-0.24552749,2.3795817,0.8734594,-1.2994213,2.1317437,NA,-0.2041479,2.965048,1.1156542,0.78743756,2.291939,-0.5166807,2.0375686,0.5380923,0.37126455,-0.2563358,0.22885531,0.68193763,0.4210661,0.32081795,0.7281665,0.14215769,0.6594334,0.39620575,0.58902174,0.073953435,0.9075091,-1.1667206,0.15080047,1.0614773,0.6472418,0.27567655,0.7190306,1.3432801,-0.72332954,-1.0686197,-0.5286047,-0.5668354,-0.9456337,-1.0327045,0.9700823,0.25043926,0.16129152,-0.50483286,-0.24418089,-0.19499612,1.1044692,1.1538051,-0.61543584,-0.5860355,-0.09058991,-0.51400995,4.083439034,3.680792396,3.327360783,-0.32897377,-0.87844473,Agricultural Land,543,3300001433,Public,42.3948,-85.3738,54012418,North America,Agricultural Land,James Tiedje,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
539,SRR3989121,71.29055,-156.788643,NA,-1.3984779,-0.65607595,-1.1805099,1.6744577,-0.8547024,-1.6489602,-1.3686161,-1.1880558,NA,NA,NA,-0.30045772,NA,-2.0358276,NA,NA,NA,-0.46637446,-1.0401243,-1.1023821,NA,NA,NA,0.06962141,-0.13176592,0.2074608,0.13126302,-0.5118854,-0.64079463,-0.5365803,1.342652,NA,-0.051208638,-0.15965085,NA,-0.58234364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9073049,-2.8536658,-0.87666845,-1.1857543,-1.7175839,-1.764983,-1.8417137,-1.9735315,-0.27122867,-0.014327693,-0.80875254,-0.40528154,-3.5197976,-3.5116084,-2.4105937,-2.3494062,-1.624893,-1.5760214,3.4771369,2.7282543,3.937649881,3.575159729,2.903057059,NA,NA,Tundra,544,3300002549,Public,71.29055,-156.788643,131541658,North America,Tundra,Janet Jansson,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
540,SRR3989238,71.290565,-156.788622,NA,-1.3984779,-0.65607595,-1.1805099,1.6744577,-0.8547024,-1.6489602,-1.3686161,-1.1880558,NA,NA,NA,-0.30045772,NA,-2.0358276,NA,NA,NA,-0.46637446,-1.0401243,-1.1023821,NA,NA,NA,0.06962141,-0.13176592,0.2074608,0.13126302,-0.5118854,-0.64079463,-0.5365803,1.342652,NA,-0.051208638,-0.15965085,NA,-0.58234364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9073049,-2.8536658,-0.87666845,-1.1857543,-1.7175839,-1.764983,-1.8417137,-1.9735315,-0.27122867,-0.014327693,-0.80875254,-0.40528154,-3.5197976,-3.5116084,-2.4105937,-2.3494062,-1.624893,-1.5760214,3.4771369,2.7282543,4.108378819,3.813541108,3.206313367,NA,NA,Tundra,545,3300025750,Public,71.290565,-156.788622,125191034,North America,Tundra,Janet Jansson,NA,NA,NA,NA,NA,NA,NA
541,SRR3989239,71.28381,-156.5985,-0.33086467,-1.3976648,-0.6642095,-1.1805099,1.6631871,-0.85099316,-1.6472304,-1.3668668,-1.186083,-0.28872725,-0.57275,-0.16437879,-0.29125735,-0.20451823,2.9332376,0.34437358,-1.2943298,0.18789493,-0.09457209,-0.7701683,-1.0140481,-1.0906055,-0.19586955,-0.5189637,0.14717405,0.11125515,0.32478037,0.2226792,-0.06035653,-0.3480549,-0.41972715,1.7536354,-0.6668329,-0.79995894,0.014104121,-1.1273216,2.2273486,-0.31838545,0.014054547,0.123353384,-0.3319562,-0.40112108,-0.3204713,-0.30685073,-1.2958839,-1.0298285,0.9029774,-0.20968395,-0.40351728,0.49547017,0.17126004,-0.90845495,-0.118717454,-0.4552291,-0.67066014,-0.6313225,-0.42081848,0.21451183,-0.61276454,-0.4784327,-0.5273779,-0.5234791,-2.2702837,-3.4024687,1.5833869,1.0624645,-1.4166116,-1.463097,0.51007146,-0.38004586,1.734704,2.9275396,1.7241545,3.7153206,-0.679271,-0.67050666,-0.26620275,0.028530866,0.099852294,0.37286577,4.854076,5.1682487,4.149442768,3.85115066,3.241492238,NA,NA,Tundra,546,3300002071,Public,71.28381,-156.5985,157994030,North America,Tundra,Janet Jansson,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
542,SRR3989254,71.270939,-156.810374,-0.36796874,-1.3983763,-0.65868604,-1.1805099,1.6706222,-0.8540791,-1.6483021,-1.3686564,-1.1873051,1.113108,-1.4587888,0.49926263,-0.29342005,1.5088102,-2.8571486,0.081143886,-1.2897769,0.30693325,-0.10267257,-0.7993453,-0.9826629,NA,-1.055765,-0.47139874,0.11736713,-0.051998425,0.24743664,0.16220883,-0.49097654,-0.6390595,-0.55275947,1.7028095,-0.7407648,-0.6232376,0.081160836,NA,2.3434315,0.53019893,0.21434115,0.3515527,0.8616629,-0.3432471,0.5438989,-0.29390085,-1.2529997,-0.9871518,0.8104928,-0.23616613,-0.380452,0.39756104,0.16785207,-0.8875301,-0.13953455,-0.43025002,-0.6780609,-0.641118,-0.42081848,0.20417628,-0.6223156,-0.4784327,-0.53603303,-0.5256898,-1.9151341,-3.0293667,1.4043936,0.94593775,-1.2230909,-1.283719,0.43320155,-0.120224476,1.690809,2.6769476,1.5615901,3.4625552,-0.6174027,-0.5669846,-0.65122324,-0.46832114,0.659492,0.8226557,4.6268854,4.5237246,4.728399856,4.189272697,3.633107928,NA,NA,Tundra,547,3300025836,Public,71.270939,-156.810374,88053152,North America,Tundra,Janet Jansson,NA,NA,NA,NA,NA,NA,NA
543,SRR3989257,71.270939,-156.810374,-0.36796874,-1.3983763,-0.65868604,-1.1805099,1.6706222,-0.8540791,-1.6483021,-1.3686564,-1.1873051,1.113108,-1.4587888,0.49926263,-0.29342005,1.5088102,-2.8571486,0.081143886,-1.2897769,0.30693325,-0.10267257,-0.7993453,-0.9826629,NA,-1.055765,-0.47139874,0.11736713,-0.051998425,0.24743664,0.16220883,-0.49097654,-0.6390595,-0.55275947,1.7028095,-0.7407648,-0.6232376,0.081160836,NA,2.3434315,0.53019893,0.21434115,0.3515527,0.8616629,-0.3432471,0.5438989,-0.29390085,-1.2529997,-0.9871518,0.8104928,-0.23616613,-0.380452,0.39756104,0.16785207,-0.8875301,-0.13953455,-0.43025002,-0.6780609,-0.641118,-0.42081848,0.20417628,-0.6223156,-0.4784327,-0.53603303,-0.5256898,-1.9151341,-3.0293667,1.4043936,0.94593775,-1.2230909,-1.283719,0.43320155,-0.120224476,1.690809,2.6769476,1.5615901,3.4625552,-0.6174027,-0.5669846,-0.65122324,-0.46832114,0.659492,0.8226557,4.6268854,4.5237246,4.619384509,3.979956644,3.549400365,NA,NA,Tundra,548,3300025888,Public,71.270939,-156.810374,99998296,North America,Tundra,Janet Jansson,NA,NA,NA,NA,NA,NA,NA
544,SRR3989258,71.290884,-156.788063,NA,-1.3984779,-0.65607595,-1.1805099,1.6744577,-0.8547024,-1.6489602,-1.3686161,-1.1880558,NA,NA,NA,-0.30045772,NA,-2.0358276,NA,NA,NA,-0.46637446,-1.0401243,-1.1023821,NA,NA,NA,0.06962141,-0.13176592,0.2074608,0.13126302,-0.5118854,-0.64079463,-0.5365803,1.342652,NA,-0.051208638,-0.15965085,NA,-0.58234364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9073049,-2.8536658,-0.87666845,-1.1857543,-1.7175839,-1.764983,-1.8417137,-1.9735315,-0.27122867,-0.014327693,-0.80875254,-0.40528154,-3.5197976,-3.5116084,-2.4105937,-2.3494062,-1.624893,-1.5760214,3.4771369,2.7282543,5.143456042,4.749275278,4.251023197,NA,NA,Wetland,549,3300001869,Public,71.290884,-156.788063,86452998,North America,Tundra,Janet Jansson,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
545,SRR3989449,39.718176,-123.652732,0.5345223,0.20775281,0.80144536,-0.15375225,-0.0688603,-1.626493,1.3066685,0.6438545,-0.24235614,0.15919581,-0.44876865,-0.15871347,0.78086126,0.60503876,0.6806094,0.65287375,-0.024078751,0.4045921,0.61803234,1.673684,2.0737987,1.9932117,-0.77382255,-0.5243107,-1.1696459,-0.7885752,-1.0541886,-1.0904324,-0.7859978,-0.7799974,-0.774169,2.5906546,2.3699708,-1.5015745,5.0664363,2.4114559,0.12539488,0.3450095,0.7630518,0.6249597,0.38592342,-0.47639945,0.03660989,0.6472924,1.1210023,1.0572407,-0.977463,0.5826931,0.8361128,-0.75848585,0.2938549,0.98959464,0.4868314,0.7897462,1.6985269,2.037345,-0.3839205,0.27323434,2.2110195,-0.27512482,-0.5789198,3.9757783,0.06341315,-0.13406175,-0.3581504,-0.2904716,1.0789335,1.3355262,0.55383027,0.5301128,1.8107136,-0.25719038,0.2363595,0.43127352,-0.36828604,-0.3975788,-0.7569748,-0.7962101,0.70773023,0.7629821,1.403771,-0.1676389,3.928787134,3.56473071,3.122720711,-0.41705245,-0.815727,Grassland,550,3300026296,Public,39.718176,-123.652732,61529532,North America,Grassland,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500-Rapid
546,SRR3989460,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.70903633,2.607309273,2.310565133,-0.32010156,-0.8496288,Agricultural Land,551,3300026841,Public,43.3,-89.38,32448186,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
547,SRR3989461,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.3845434,2.269380414,1.764882292,-0.32010156,-0.8496288,Agricultural Land,552,3300002809,Public,43.3,-89.38,29310074,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
548,SRR3989470,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.076335934,1.884859688,1.884859688,-0.32010156,-0.8496288,Agricultural Land,553,3300002726,Public,43.3,-89.38,29957188,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
549,SRR3989471,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.21971485,2.061020451,1.789524663,-0.32010156,-0.8496288,Agricultural Land,554,3300004157,Public,43.3,-89.38,31105824,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
550,SRR3989474,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.928279107,2.928279107,2.361673353,-0.32010156,-0.8496288,Agricultural Land,555,3300004157,Public,43.3,-89.38,37508624,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
551,SRR3989477,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,3.224143672,2.941867684,2.513518747,-0.32010156,-0.8496288,Agricultural Land,556,3300027036,Public,43.3,-89.38,51018764,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
552,SRR3989482,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.524002811,2.359644078,2.181380827,-0.32010156,-0.8496288,Agricultural Land,557,3300004156,Public,43.3,-89.38,38557320,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
553,SRR3989487,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.277733306,2.15633324,2.041477602,-0.32010156,-0.8496288,Agricultural Land,558,3300026690,Public,43.3,-89.38,26665586,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
554,SRR3989489,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,3.146697578,3.094737444,2.758776216,-0.32010156,-0.8496288,Agricultural Land,559,3300026827,Public,43.3,-89.38,29361726,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
555,SRR3989490,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.426966013,2.331527478,2.157924424,-0.32010156,-0.8496288,Agricultural Land,560,3300004157,Public,43.3,-89.38,31092084,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
556,SRR3989492,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.614990429,2.501394499,2.289120473,-0.32010156,-0.8496288,Agricultural Land,561,3300002631,Public,43.3,-89.38,28511596,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
557,SRR3989493,43.3,-89.38,0.03442931,-0.14312728,0.0446778,-0.35779586,-0.010854089,0.7909316,-0.9010111,0.24877019,-0.33505157,0.0529715,-0.07616651,-0.23146936,0.35994965,0.4738784,-1.5670667,0.71586156,-0.33025932,0.4647763,1.4647143,0.8095804,0.13802679,-0.040704682,-0.76409376,-0.5453453,-0.5337812,-0.19272329,-0.56221646,-0.53187406,0.10852357,0.33550948,0.10569994,2.3880439,0.4480378,-2.7641401,2.014064,0.15571785,0.41815844,0.7628952,0.90736717,0.6877818,0.49631777,-0.5056149,-0.006970939,0.47868946,0.54933506,-0.3320635,0.45609072,0.6510718,0.24615447,0.6441687,0.7458174,-0.053369,0.63377523,0.27847537,0.49350765,0.13272643,0.5385292,-0.8178882,0.25971746,0.5160081,0.8427473,-0.028290002,0.84506637,1.0976506,-0.49565563,-0.43592164,-1.7523944,-1.8113562,0.8712101,0.7842976,1.8151736,0.54639196,-0.008588138,0.06455458,0.08772673,0.054548856,-2.2143972,-2.229498,2.3488603,2.4240053,-0.46509477,-0.48245922,2.567960189,2.503109521,2.439281312,-0.32010156,-0.8496288,Agricultural Land,562,3300002718,Public,43.3,-89.38,28078656,North America,Agricultural Land,David Duncan,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500
